wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,h2h_50,h2h_512,NINO_ds_acc_k=1,rNINO_ds_acc_k=1,NIFO_ds_acc_k=1,NINO_ds_acc_k=3,rNINO_ds_acc_k=3,NIFO_ds_acc_k=3,NINO_ds_acc_k=5,rNINO_ds_acc_k=5,NIFO_ds_acc_k=5,NINO_ds_acc,rNINO_ds_acc,NIFO_ds_acc,NI_h2h,NO_h2h
wv_3d_linear_unfiltered,align=0.98,TN,2,"[1, 128, 0, 0]",512,0.0,0.30150753,0.97566664,0.9623115577889448,,,,,,,,,,,,0.9346733668341708,0.9346733668341708,0.9623115577889448,0.8957286432160805,0.969430485762144
wv_3d_linear_unfiltered,align=0.98,MTL0.2,2,"[1, 128, 0, 0]",512,0.2,0.97738695,0.97966665,0.9824120603015076,,,,,,,,,,,,0.964824120603015,0.9547738693467336,0.9773869346733668,0.8873534338358459,0.9673366834170856
wv_3d_linear_unfiltered,align=0.98,MTL0.5,2,"[1, 128, 0, 0]",512,0.5,0.9798995,0.97183335,0.9824120603015076,,,,,,,,,,,,0.957286432160804,0.957286432160804,0.9798994974874372,0.8756281407035176,0.9564489112227806
wv_3d_linear,align=1,MTL0.2,2,"[1, 1, 0, 0]",512,0.2,0.98241204,0.97250664,0.992462311557789,,,,,,,,,,,,0.984924623115578,0.9798994974874372,0.9824120603015076,0.8484087102177554,0.8953098827470688
wv_3d_linear,align=1,MTL0.5,2,"[1, 1, 0, 0]",512,0.5,0.9723618,0.976678,0.9874371859296482,,,,,,,,,,,,0.9899497487437184,0.9798994974874372,0.9723618090452262,0.8500837520938024,0.8609715242881072
wv_3d_linear_noisy,align=0.62_p=0.2,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.82801604,0.984924623115578,,,,,,,,,,,,0.8567839195979899,0.8567839195979899,0.984924623115578,0.7370184254606365,0.8442211055276383
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.97738695,0.82590324,0.9773869346733668,,,,,,,,,,,,0.8492462311557789,0.8492462311557789,0.9773869346733668,0.7077051926298158,0.8379396984924622
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.99246234,0.8168181,0.992462311557789,,,,,,,,,,,,0.8567839195979899,0.8567839195979899,0.992462311557789,0.682998324958124,0.7512562814070352
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.98241204,0.83097404,0.9874371859296482,,,,,,,,,,,,0.8442211055276382,0.8417085427135679,0.9824120603015076,0.7097989949748743,0.6947236180904524
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.98241204,0.7637693,0.9874371859296482,,,,,,,,,,,,0.914572864321608,0.914572864321608,0.9824120603015076,0.6524288107202679,0.5506700167504187
wv_3d_linear_noisy,align=0.62_p=0.1,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.87333333,0.949748743718593,,,,,,,,,,,,0.5753768844221105,0.5753768844221105,0.949748743718593,0.8065326633165829,0.963149078726968
wv_3d_linear_noisy,align=0.62_p=0.2,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.756,0.957286432160804,,,,,,,,,,,,0.585427135678392,0.585427135678392,0.957286432160804,0.7412060301507538,0.9556113902847572
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9447236,0.71816665,0.984924623115578,,,,,,,,,,,,0.6557788944723618,0.6482412060301508,0.9447236180904522,0.7269681742043551,0.9275544388609716
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.98994976,0.79866666,0.9874371859296482,,,,,,,,,,,,0.6432160804020101,0.6432160804020101,0.9899497487437184,0.7278056951423785,0.9262981574539364
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.96733665,0.809,0.9773869346733668,,,,,,,,,,,,0.7261306532663316,0.7236180904522613,0.9673366834170856,0.730318257956449,0.913316582914573
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.98994976,0.68516666,0.984924623115578,,,,,,,,,,,,0.6884422110552764,0.6859296482412061,0.9899497487437184,0.666247906197655,0.914572864321608
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9874372,0.673,0.984924623115578,,,,,,,,,,,,0.6432160804020101,0.6457286432160804,0.9874371859296482,0.65536013400335,0.920854271356784
wv_3d_linear_noisy,align=0.62_p=0.1,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.87837005,0.9899497487437184,,,,,,,,,,,,0.8015075376884422,0.8015075376884422,0.9899497487437184,0.7583752093802345,0.8898659966499163
wv_3d_linear_noisy,align=0.62_p=0.3,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.7551635,0.984924623115578,,,,,,,,,,,,0.9547738693467336,0.9547738693467336,0.984924623115578,0.6917922948073701,0.388609715242881
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9849246,0.70603615,0.984924623115578,,,,,,,,,,,,0.8517587939698492,0.8517587939698492,0.9824120603015076,0.6386097152428811,0.7688442211055276
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9798995,0.8935995,0.9798994974874372,,,,,,,,,,,,0.871859296482412,0.871859296482412,0.9798994974874372,0.7340871021775545,0.7939698492462313
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.98241204,0.8995678,0.9824120603015076,,,,,,,,,,,,0.8819095477386935,0.8793969849246231,0.9824120603015076,0.7558626465661642,0.817001675041876
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.98994976,0.8767236,0.9874371859296482,,,,,,,,,,,,0.8994974874371859,0.8994974874371859,0.9899497487437184,0.7445561139028477,0.6243718592964824
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9849246,0.7547332,0.984924623115578,,,,,,,,,,,,0.8417085427135679,0.8417085427135679,0.9824120603015076,0.6335845896147404,0.6193467336683417
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.99497485,0.76097244,0.9974874371859296,,,,,,,,,,,,0.9221105527638191,0.9221105527638191,0.9949748743718592,0.6595477386934674,0.6658291457286432
wv_3d_linear_noisy,align=0.62_p=0.3,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.67183334,0.9547738693467336,,,,,,,,,,,,0.635678391959799,0.635678391959799,0.9547738693467336,0.7068676716917923,0.9262981574539364
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.96733665,0.8408333,0.9798994974874372,,,,,,,,,,,,0.7135678391959799,0.7110552763819096,0.9673366834170856,0.7948073701842545,0.9430485762144052
wv_3d_linear_noisy,align=0.62_p=0.2,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.8182971,0.9824120603015076,,,,,,,,,,,,0.7462311557788944,0.7462311557788944,0.9824120603015076,0.7018425460636516,0.8785594639865998
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.919598,0.65133333,0.9723618090452262,,,,,,,,,,,,0.7236180904522613,0.7010050251256281,0.9195979899497488,0.687604690117253,0.9124790619765496
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9874372,0.59683335,0.992462311557789,,,,,,,,,,,,0.7185929648241206,0.7160804020100503,0.9874371859296482,0.6465661641541038,0.8567839195979899
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.96482414,0.6095,0.984924623115578,,,,,,,,,,,,0.7688442211055276,0.7688442211055276,0.964824120603015,0.6486599664991625,0.7650753768844222
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9874372,0.8322417,0.9899497487437184,,,,,,,,,,,,0.8467336683417085,0.8467336683417085,0.9874371859296482,0.7223618090452262,0.8048576214405361
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.98241204,0.8214663,0.9824120603015076,,,,,,,,,,,,0.8768844221105527,0.8768844221105527,0.9824120603015076,0.6896984924623114,0.7353433835845896
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9798995,0.77172977,0.984924623115578,,,,,,,,,,,,0.8366834170854272,0.8366834170854272,0.9798994974874372,0.6901172529313233,0.8044388609715242
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9698492,0.82188886,0.9824120603015076,,,,,,,,,,,,0.7613065326633166,0.7587939698492462,0.9698492462311558,0.7156616415410385,0.8626465661641541
wv_3d_linear_noisy,align=0.62_p=0.1,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.879,0.949748743718593,,,,,,,,,,,,0.4673366834170854,0.4673366834170854,0.949748743718593,0.8241206030150753,0.972780569514238
wv_3d_linear_noisy,align=0.62_p=0.2,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.7655,0.949748743718593,,,,,,,,,,,,0.5829145728643216,0.5829145728643216,0.949748743718593,0.7730318257956449,0.9556113902847572
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.88190955,0.746,0.9773869346733668,,,,,,,,,,,,0.6155778894472361,0.5954773869346733,0.8819095477386935,0.7336683417085427,0.9463986599664992
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9974874,0.83133334,0.9974874371859296,,,,,,,,,,,,0.6080402010050251,0.6080402010050251,0.9974874371859296,0.7491624790619765,0.9434673366834172
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.98241204,0.8405,0.984924623115578,,,,,,,,,,,,0.6306532663316583,0.6306532663316583,0.9824120603015076,0.7479061976549414,0.9363484087102176
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9723618,0.72616667,0.9899497487437184,,,,,,,,,,,,0.6658291457286433,0.6633165829145728,0.9723618090452262,0.7102177554438861,0.9405360134003348
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.98994976,0.7083333,0.9874371859296482,,,,,,,,,,,,0.6381909547738693,0.6381909547738693,0.9899497487437184,0.6712730318257956,0.9371859296482412
wv_3d_linear_noisy,align=0.62_p=0.1,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.9104754,0.9899497487437184,,,,,,,,,,,,0.8417085427135679,0.8417085427135679,0.9899497487437184,0.7839195979899497,0.8622278056951423
wv_3d_linear_noisy,align=0.62_p=0.3,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.7732358,0.9874371859296482,,,,,,,,,,,,0.907035175879397,0.907035175879397,0.9874371859296482,0.708961474036851,0.8019262981574539
wv_3d_linear_noisy,align=0.62_p=0.2,TN,2,"[0, 1, 0, 0]",512,0.0,0.32914573,0.8182971,0.9824120603015076,,,,,,,,,,,,0.8417085427135679,0.8417085427135679,0.9824120603015076,0.719430485762144,0.7981574539363484
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.98241204,0.7012421,0.9874371859296482,,,,,,,,,,,,0.8618090452261307,0.8618090452261307,0.984924623115578,0.6038525963149078,0.6515912897822446
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.98241204,0.90224326,0.9824120603015076,,,,,,,,,,,,0.871859296482412,0.871859296482412,0.9824120603015076,0.7713567839195979,0.7902010050251257
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9874372,0.9065651,0.984924623115578,,,,,,,,,,,,0.8492462311557789,0.8467336683417085,0.9874371859296482,0.7763819095477388,0.8848408710217756
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.98994976,0.76097244,0.9899497487437184,,,,,,,,,,,,0.9045226130653268,0.9020100502512562,0.9899497487437184,0.6700167504187604,0.6775544388609714
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9698492,0.7545181,0.984924623115578,,,,,,,,,,,,0.9246231155778896,0.9120603015075376,0.9673366834170856,0.6896984924623116,0.4593802345058626
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9698492,0.8880428,0.9773869346733668,,,,,,,,,,,,0.8819095477386935,0.8819095477386935,0.9698492462311558,0.7340871021775545,0.7596314907872697
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.98241204,0.82801604,0.9899497487437184,,,,,,,,,,,,0.8793969849246231,0.8819095477386935,0.9824120603015076,0.7118927973199329,0.5682579564489112
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.98241204,0.8185084,0.984924623115578,,,,,,,,,,,,0.8819095477386935,0.8819095477386935,0.9824120603015076,0.7056113902847572,0.7998324958123953
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.98241204,0.75344235,0.9874371859296482,,,,,,,,,,,,0.8994974874371859,0.9045226130653268,0.9824120603015076,0.6708542713567839,0.568676716917923
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.99497485,0.8288612,0.984924623115578,,,,,,,,,,,,0.9346733668341708,0.9396984924623116,0.9949748743718592,0.707286432160804,0.7432998324958126
wv_3d_linear_noisy,align=0.62_p=0.3,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.67083335,0.957286432160804,,,,,,,,,,,,0.6633165829145728,0.6633165829145728,0.957286432160804,0.7173366834170855,0.9279731993299832
wv_3d_linear_noisy,align=0.62_p=0.1,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.868,0.9321608040201004,,,,,,,,,,,,0.550251256281407,0.550251256281407,0.9321608040201004,0.8174204355108877,0.9673366834170856
wv_3d_linear_noisy,align=0.62_p=0.2,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.76483333,0.9296482412060302,,,,,,,,,,,,0.5904522613065326,0.5904522613065326,0.9296482412060302,0.7491624790619765,0.948073701842546
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9271357,0.8688333,0.9623115577889448,,,,,,,,,,,,0.5904522613065326,0.5703517587939698,0.9271356783919598,0.7671691792294807,0.9501675041876048
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9296482,0.74666667,0.9773869346733668,,,,,,,,,,,,0.6407035175879398,0.6306532663316583,0.9296482412060302,0.7236180904522613,0.9409547738693466
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.94974875,0.634,0.9798994974874372,,,,,,,,,,,,0.6507537688442211,0.635678391959799,0.949748743718593,0.6972361809045227,0.9392797319932998
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9849246,0.5868333,0.984924623115578,,,,,,,,,,,,0.7035175879396985,0.7010050251256281,0.984924623115578,0.6256281407035176,0.8597152428810722
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9849246,0.817,0.9899497487437184,,,,,,,,,,,,0.628140703517588,0.628140703517588,0.984924623115578,0.7152428810720268,0.926716917922948
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9874372,0.6045,0.9874371859296482,,,,,,,,,,,,0.6859296482412061,0.6859296482412061,0.9874371859296482,0.6880234505862647,0.8911222780569514
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9849246,0.8286667,0.984924623115578,,,,,,,,,,,,0.6733668341708543,0.6733668341708543,0.984924623115578,0.7365996649916248,0.9229480737018424
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9849246,0.7045108,0.9874371859296482,,,,,,,,,,,,0.8919597989949749,0.8919597989949749,0.984924623115578,0.6302345058626465,0.6884422110552765
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9849246,0.70883334,0.9899497487437184,,,,,,,,,,,,0.7236180904522613,0.7261306532663316,0.984924623115578,0.7198492462311559,0.9099664991624792
wv_3d_linear_noisy,align=0.62_p=0.2,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9874372,0.69699997,0.984924623115578,,,,,,,,,,,,0.6381909547738693,0.6381909547738693,0.9874371859296482,0.6943048576214405,0.9112227805695142
wv_3d_linear_noisy,align=0.62_p=0.1,TN,2,"[0, 1, 0, 0]",512,0.0,0.48994976,0.90059686,0.9824120603015076,,,,,,,,,,,,0.8567839195979899,0.8567839195979899,0.9824120603015076,0.771356783919598,0.8789782244556115
wv_3d_linear_noisy,align=0.62_p=0.3,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.7532272,0.9899497487437184,,,,,,,,,,,,0.9195979899497488,0.9195979899497488,0.9899497487437184,0.6348408710217756,0.6608040201005024
wv_3d_linear_noisy,align=0.62_p=0.4,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.6957943,0.9899497487437184,,,,,,,,,,,,0.9321608040201004,0.9321608040201004,0.9874371859296482,0.6821608040201005,0.7005862646566164
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9874372,0.7056003,0.9899497487437184,,,,,,,,,,,,0.942211055276382,0.9396984924623116,0.9824120603015076,0.6637353433835846,0.4484924623115578
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9798995,0.9010084,0.9824120603015076,,,,,,,,,,,,0.8768844221105527,0.8793969849246231,0.9798994974874372,0.7939698492462312,0.8626465661641541
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9798995,0.7478485,0.9798994974874372,,,,,,,,,,,,0.9045226130653268,0.9045226130653268,0.9798994974874372,0.6809045226130653,0.7219430485762145
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.98994976,0.7502151,0.9874371859296482,,,,,,,,,,,,0.9346733668341708,0.9346733668341708,0.9874371859296482,0.6582914572864321,0.5448073701842545
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9849246,0.89853877,0.9899497487437184,,,,,,,,,,,,0.9296482412060302,0.9296482412060302,0.984924623115578,0.7847571189279732,0.6620603015075377
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9874372,0.89750975,0.9874371859296482,,,,,,,,,,,,0.8442211055276382,0.8442211055276382,0.9874371859296482,0.7617252931323283,0.788107202680067
wv_3d_linear_noisy,align=0.62_p=0.5,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.66606903,0.9899497487437184,,,,,,,,,,,,0.9597989949748744,0.9597989949748744,0.9221105527638191,0.52428810720268,0.3098827470686767
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.98241204,0.70233166,0.9798994974874372,,,,,,,,,,,,0.9296482412060302,0.9296482412060302,0.9748743718592964,0.6285594639865997,0.6976549413735343
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9849246,0.70625407,0.9824120603015076,,,,,,,,,,,,0.8793969849246231,0.8793969849246231,0.9773869346733668,0.640284757118928,0.7554438860971525
wv_3d_linear_noisy,align=0.62_p=0.3,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.65933335,0.9547738693467336,,,,,,,,,,,,0.6984924623115578,0.6984924623115578,0.9547738693467336,0.7097989949748743,0.9095477386934676
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.99246234,0.6705513,0.992462311557789,,,,,,,,,,,,0.8492462311557789,0.8492462311557789,0.8919597989949749,0.5297319932998324,0.4656616415410385
wv_3d_linear_noisy,align=0.62_p=0.4,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.5643333,0.9698492462311558,,,,,,,,,,,,0.6683417085427136,0.6683417085427136,0.9698492462311558,0.6917922948073701,0.9011725293132328
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9271357,0.556,0.9673366834170856,,,,,,,,,,,,0.8190954773869347,0.8090452261306532,0.9271356783919598,0.6612227805695142,0.8056951423785593
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9874372,0.5451667,0.9874371859296482,,,,,,,,,,,,0.7412060301507538,0.7437185929648241,0.9798994974874372,0.6139028475711892,0.8119765494137353
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.93467337,0.49866667,0.9698492462311558,,,,,,,,,,,,0.821608040201005,0.8140703517587939,0.9020100502512562,0.5469011725293133,0.6185092127303182
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9849246,0.53316665,0.992462311557789,,,,,,,,,,,,0.7989949748743719,0.7989949748743719,0.9748743718592964,0.6009212730318257,0.6754606365159129
wv_3d_linear_noisy,align=0.62_p=0.1,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.91457283,0.8591667,0.9723618090452262,,,,,,,,,,,,0.6407035175879398,0.6256281407035176,0.914572864321608,0.7508375209380235,0.9355108877721944
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.99246234,0.67346483,0.9899497487437184,,,,,,,,,,,,0.8693467336683417,0.8693467336683417,0.8919597989949749,0.516750418760469,0.5418760469011725
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9874372,0.67884356,0.984924623115578,,,,,,,,,,,,0.9597989949748744,0.9597989949748744,0.9321608040201004,0.5150753768844221,0.342964824120603
wv_3d_linear_noisy,align=0.62_p=0.5,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.6669655,0.9874371859296482,,,,,,,,,,,,0.8592964824120602,0.8592964824120602,0.9371859296482412,0.5393634840871021,0.5804020100502513
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9849246,0.661521,0.9899497487437184,,,,,,,,,,,,0.907035175879397,0.9020100502512562,0.8618090452261307,0.5607202680067002,0.4639865996649917
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.99246234,0.59783334,0.9949748743718592,,,,,,,,,,,,0.7763819095477387,0.7763819095477387,0.992462311557789,0.6377721943048575,0.8463149078726969
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.8844221,0.6533333,0.964824120603015,,,,,,,,,,,,0.7110552763819096,0.6884422110552764,0.8844221105527639,0.7085427135678392,0.9154103852596316
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.99497485,0.67173666,0.9899497487437184,,,,,,,,,,,,0.9472361809045228,0.9472361809045228,0.871859296482412,0.5050251256281407,0.3731155778894472
wv_3d_linear_noisy,align=0.62_p=0.3,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.97738695,0.6156667,0.9949748743718592,,,,,,,,,,,,0.7814070351758794,0.7763819095477387,0.9773869346733668,0.6474036850921273,0.8651591289782244
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.98994976,0.7095228,0.9874371859296482,,,,,,,,,,,,0.8994974874371859,0.8994974874371859,0.9874371859296482,0.6084589614740369,0.6984924623115578
wv_3d_linear_noisy,align=0.62_p=0.4,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.70058835,0.9899497487437184,,,,,,,,,,,,0.949748743718593,0.949748743718593,0.9899497487437184,0.6277219430485762,0.4673366834170854
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9874372,0.6627073,0.9874371859296482,,,,,,,,,,,,0.8492462311557789,0.8492462311557789,0.9396984924623116,0.5690954773869347,0.603433835845896
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9698492,0.49966666,0.9824120603015076,,,,,,,,,,,,0.8015075376884422,0.7939698492462312,0.9396984924623116,0.5787269681742044,0.666247906197655
wv_3d_linear_noisy,align=0.62_p=0.6,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.6719637,0.9899497487437184,,,,,,,,,,,,0.871859296482412,0.871859296482412,0.8819095477386935,0.4970686767169179,0.6666666666666666
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9798995,0.5,0.9899497487437184,,,,,,,,,,,,0.8115577889447236,0.8090452261306532,0.9522613065326632,0.5615577889447235,0.614321608040201
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.98994976,0.6728717,0.992462311557789,,,,,,,,,,,,0.8944723618090452,0.8944723618090452,0.8567839195979899,0.5046063651591289,0.454355108877722
wv_3d_linear_noisy,align=0.62_p=0.5,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.48616666,0.9547738693467336,,,,,,,,,,,,0.7889447236180904,0.7889447236180904,0.9371859296482412,0.5598827470686767,0.6729480737018424
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9849246,0.70603615,0.9874371859296482,,,,,,,,,,,,0.9346733668341708,0.9346733668341708,0.9723618090452262,0.6105527638190954,0.4187604690117252
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9522613,0.49899998,0.9623115577889448,,,,,,,,,,,,0.7688442211055276,0.7613065326633166,0.9296482412060302,0.4920435510887772,0.7206867671691791
wv_3d_linear_noisy,align=0.62_p=0.5,TN,2,"[0, 1, 0, 0]",512,0.0,0.44723618,0.67570597,0.992462311557789,,,,,,,,,,,,0.8542713567839196,0.8542713567839196,0.964824120603015,0.5477386934673367,0.6855108877721943
