question_id,image_id,anwser.similar,image.path
10338,110,2,img/bm/train/1/175.jpg
10338,55,2,img/bm/train/0/83.jpg
10340,200,1,img/bm/test/1/199.jpg
10340,110,1,img/bm/train/1/175.jpg
10340,55,1,img/bm/train/0/83.jpg
10306,166,1,img/bm/test/0/45.jpg
10306,26,1,img/bm/train/0/36.jpg
10306,92,1,img/bm/train/1/139.jpg
10335,195,1,img/bm/test/1/194.jpg
10335,110,1,img/bm/train/1/175.jpg
10335,55,1,img/bm/train/0/83.jpg
10336,196,2,img/bm/test/1/195.jpg
10336,110,2,img/bm/train/1/175.jpg
10336,55,2,img/bm/train/0/83.jpg
10329,189,1,img/bm/test/1/148.jpg
10329,92,1,img/bm/train/1/139.jpg
10329,26,1,img/bm/train/0/36.jpg
8659,199,2,img/bm/test/1/198.jpg
8659,46,2,img/bm/train/0/74.jpg
8659,114,2,img/bm/train/1/181.jpg
8651,191,2,img/bm/test/1/190.jpg
8651,35,2,img/bm/train/0/59.jpg
8651,87,2,img/bm/train/1/134.jpg
8658,198,2,img/bm/test/1/197.jpg
8658,31,2,img/bm/train/0/54.jpg
8658,67,2,img/bm/train/1/106.jpg
8632,172,1,img/bm/test/0/91.jpg
8632,34,1,img/bm/train/0/57.jpg
8632,105,1,img/bm/train/1/170.jpg
8634,174,2,img/bm/test/0/93.jpg
8634,51,2,img/bm/train/0/79.jpg
8634,106,2,img/bm/train/1/171.jpg
8645,185,1,img/bm/test/1/144.jpg
8645,46,1,img/bm/train/0/74.jpg
8645,84,1,img/bm/train/1/130.jpg
8654,194,2,img/bm/test/1/193.jpg
8654,48,2,img/bm/train/0/76.jpg
8654,119,2,img/bm/train/1/188.jpg
8639,179,2,img/bm/test/0/98.jpg
8639,21,2,img/bm/train/0/29.jpg
8639,106,2,img/bm/train/1/171.jpg
8635,175,1,img/bm/test/0/94.jpg
8635,42,1,img/bm/train/0/68.jpg
8635,65,1,img/bm/train/1/104.jpg
8649,189,1,img/bm/test/1/148.jpg
8649,55,1,img/bm/train/0/83.jpg
8649,83,1,img/bm/train/1/128.jpg
8647,187,2,img/bm/test/1/146.jpg
8647,10,2,img/bm/train/0/13.jpg
8647,87,2,img/bm/train/1/134.jpg
8650,190,1,img/bm/test/1/149.jpg
8650,13,1,img/bm/train/0/18.jpg
8650,76,1,img/bm/train/1/116.jpg
8640,180,2,img/bm/test/0/99.jpg
8640,58,2,img/bm/train/0/87.jpg
8640,76,2,img/bm/train/1/116.jpg
8626,166,1,img/bm/test/0/45.jpg
8626,11,1,img/bm/train/0/15.jpg
8626,112,1,img/bm/train/1/178.jpg
8646,186,2,img/bm/test/1/145.jpg
8646,35,2,img/bm/train/0/59.jpg
8646,96,2,img/bm/train/1/154.jpg
8622,162,1,img/bm/test/0/41.jpg
8622,9,1,img/bm/train/0/12.jpg
8622,104,1,img/bm/train/1/169.jpg
8625,165,1,img/bm/test/0/44.jpg
8625,39,1,img/bm/train/0/65.jpg
8625,86,1,img/bm/train/1/132.jpg
8644,184,2,img/bm/test/1/143.jpg
8644,14,2,img/bm/train/0/20.jpg
8644,91,2,img/bm/train/1/138.jpg
8637,177,2,img/bm/test/0/96.jpg
8637,28,2,img/bm/train/0/51.jpg
8637,78,2,img/bm/train/1/120.jpg
8628,168,2,img/bm/test/0/47.jpg
8628,24,2,img/bm/train/0/34.jpg
8628,93,2,img/bm/train/1/150.jpg
8630,170,1,img/bm/test/0/49.jpg
8630,15,1,img/bm/train/0/21.jpg
8630,93,1,img/bm/train/1/150.jpg
8624,164,1,img/bm/test/0/43.jpg
8624,41,1,img/bm/train/0/67.jpg
8624,112,1,img/bm/train/1/178.jpg
8633,173,2,img/bm/test/0/92.jpg
8633,60,2,img/bm/train/0/89.jpg
8633,118,2,img/bm/train/1/187.jpg
8653,193,2,img/bm/test/1/192.jpg
8653,47,2,img/bm/train/0/75.jpg
8653,77,2,img/bm/train/1/119.jpg
8657,197,2,img/bm/test/1/196.jpg
8657,14,2,img/bm/train/0/20.jpg
8657,68,2,img/bm/train/1/107.jpg
8648,188,2,img/bm/test/1/147.jpg
8648,56,2,img/bm/train/0/84.jpg
8648,87,2,img/bm/train/1/134.jpg
8652,192,1,img/bm/test/1/191.jpg
8652,52,1,img/bm/train/0/80.jpg
8652,99,1,img/bm/train/1/161.jpg
8642,182,1,img/bm/test/1/141.jpg
8642,42,1,img/bm/train/0/68.jpg
8642,65,1,img/bm/train/1/104.jpg
8655,195,2,img/bm/test/1/194.jpg
8655,41,2,img/bm/train/0/67.jpg
8655,61,2,img/bm/train/1/100.jpg
8656,196,2,img/bm/test/1/195.jpg
8656,11,2,img/bm/train/0/15.jpg
8656,72,2,img/bm/train/1/111.jpg
8629,169,2,img/bm/test/0/48.jpg
8629,20,2,img/bm/train/0/28.jpg
8629,87,2,img/bm/train/1/134.jpg
8660,200,2,img/bm/test/1/199.jpg
8660,31,2,img/bm/train/0/54.jpg
8660,76,2,img/bm/train/1/116.jpg
8631,171,2,img/bm/test/0/90.jpg
8631,52,2,img/bm/train/0/80.jpg
8631,67,2,img/bm/train/1/106.jpg
8636,176,2,img/bm/test/0/95.jpg
8636,58,2,img/bm/train/0/87.jpg
8636,90,2,img/bm/train/1/137.jpg
8643,183,1,img/bm/test/1/142.jpg
8643,50,1,img/bm/train/0/78.jpg
8643,111,1,img/bm/train/1/177.jpg
8627,167,1,img/bm/test/0/46.jpg
8627,35,1,img/bm/train/0/59.jpg
8627,120,1,img/bm/train/1/189.jpg
8621,161,2,img/bm/test/0/40.jpg
8621,38,2,img/bm/train/0/63.jpg
8621,89,2,img/bm/train/1/136.jpg
8641,181,1,img/bm/test/1/140.jpg
8641,56,1,img/bm/train/0/84.jpg
8641,97,1,img/bm/train/1/156.jpg
8638,178,1,img/bm/test/0/97.jpg
8638,36,1,img/bm/train/0/60.jpg
8638,63,1,img/bm/train/1/102.jpg
8623,163,1,img/bm/test/0/42.jpg
8623,47,1,img/bm/train/0/75.jpg
8623,61,1,img/bm/train/1/100.jpg
10371,191,1,img/bm/test/1/190.jpg
10371,110,1,img/bm/train/1/175.jpg
10371,28,1,img/bm/train/0/51.jpg
10374,194,2,img/bm/test/1/193.jpg
10374,110,2,img/bm/train/1/175.jpg
10374,10,2,img/bm/train/0/13.jpg
10361,181,1,img/bm/test/1/140.jpg
10361,92,1,img/bm/train/1/139.jpg
10361,35,1,img/bm/train/0/59.jpg
10370,190,2,img/bm/test/1/149.jpg
10370,74,2,img/bm/train/1/114.jpg
10370,57,2,img/bm/train/0/85.jpg
10362,182,2,img/bm/test/1/141.jpg
10362,68,2,img/bm/train/1/107.jpg
10362,35,2,img/bm/train/0/59.jpg
10380,200,1,img/bm/test/1/199.jpg
10380,110,1,img/bm/train/1/175.jpg
10380,28,1,img/bm/train/0/51.jpg
10376,196,2,img/bm/test/1/195.jpg
10376,110,2,img/bm/train/1/175.jpg
10376,28,2,img/bm/train/0/51.jpg
10353,173,1,img/bm/test/0/92.jpg
10353,55,1,img/bm/train/0/83.jpg
10353,99,1,img/bm/train/1/161.jpg
10363,183,2,img/bm/test/1/142.jpg
10363,68,2,img/bm/train/1/107.jpg
10363,35,2,img/bm/train/0/59.jpg
10358,178,1,img/bm/test/0/97.jpg
10358,55,1,img/bm/train/0/83.jpg
10358,99,1,img/bm/train/1/161.jpg
10377,197,2,img/bm/test/1/196.jpg
10377,110,2,img/bm/train/1/175.jpg
10377,28,2,img/bm/train/0/51.jpg
10347,167,2,img/bm/test/0/46.jpg
10347,26,2,img/bm/train/0/36.jpg
10347,112,2,img/bm/train/1/178.jpg
10351,171,2,img/bm/test/0/90.jpg
10351,55,2,img/bm/train/0/83.jpg
10351,80,2,img/bm/train/1/122.jpg
10373,193,1,img/bm/test/1/192.jpg
10373,110,1,img/bm/train/1/175.jpg
10373,28,1,img/bm/train/0/51.jpg
10346,166,1,img/bm/test/0/45.jpg
10346,26,1,img/bm/train/0/36.jpg
10346,112,1,img/bm/train/1/178.jpg
10378,198,2,img/bm/test/1/197.jpg
10378,110,2,img/bm/train/1/175.jpg
10378,10,2,img/bm/train/0/13.jpg
10375,195,1,img/bm/test/1/194.jpg
10375,110,1,img/bm/train/1/175.jpg
10375,28,1,img/bm/train/0/51.jpg
10356,176,2,img/bm/test/0/95.jpg
10356,40,2,img/bm/train/0/66.jpg
10356,99,2,img/bm/train/1/161.jpg
10341,161,2,img/bm/test/0/40.jpg
10341,25,2,img/bm/train/0/35.jpg
10341,112,2,img/bm/train/1/178.jpg
10354,174,1,img/bm/test/0/93.jpg
10354,58,1,img/bm/train/0/87.jpg
10354,99,1,img/bm/train/1/161.jpg
10342,162,2,img/bm/test/0/41.jpg
10342,26,2,img/bm/train/0/36.jpg
10342,112,2,img/bm/train/1/178.jpg
10365,185,2,img/bm/test/1/144.jpg
10365,92,2,img/bm/train/1/139.jpg
10365,57,2,img/bm/train/0/85.jpg
10379,199,2,img/bm/test/1/198.jpg
10379,110,2,img/bm/train/1/175.jpg
10379,28,2,img/bm/train/0/51.jpg
10367,187,1,img/bm/test/1/146.jpg
10367,92,1,img/bm/train/1/139.jpg
10367,57,1,img/bm/train/0/85.jpg
10348,168,1,img/bm/test/0/47.jpg
10348,26,1,img/bm/train/0/36.jpg
10348,112,1,img/bm/train/1/178.jpg
10369,189,2,img/bm/test/1/148.jpg
10369,92,2,img/bm/train/1/139.jpg
10369,35,2,img/bm/train/0/59.jpg
10344,164,2,img/bm/test/0/43.jpg
10344,26,2,img/bm/train/0/36.jpg
10344,112,2,img/bm/train/1/178.jpg
10349,169,1,img/bm/test/0/48.jpg
10349,26,1,img/bm/train/0/36.jpg
10349,112,1,img/bm/train/1/178.jpg
10366,186,1,img/bm/test/1/145.jpg
10366,92,1,img/bm/train/1/139.jpg
10366,57,1,img/bm/train/0/85.jpg
10359,179,2,img/bm/test/0/98.jpg
10359,40,2,img/bm/train/0/66.jpg
10359,99,2,img/bm/train/1/161.jpg
10372,192,2,img/bm/test/1/191.jpg
10372,110,2,img/bm/train/1/175.jpg
10372,10,2,img/bm/train/0/13.jpg
10360,180,1,img/bm/test/0/99.jpg
10360,49,1,img/bm/train/0/77.jpg
10360,99,1,img/bm/train/1/161.jpg
10343,163,2,img/bm/test/0/42.jpg
10343,13,2,img/bm/train/0/18.jpg
10343,112,2,img/bm/train/1/178.jpg
10355,175,1,img/bm/test/0/94.jpg
10355,40,1,img/bm/train/0/66.jpg
10355,99,1,img/bm/train/1/161.jpg
10350,170,2,img/bm/test/0/49.jpg
10350,26,2,img/bm/train/0/36.jpg
10350,112,2,img/bm/train/1/178.jpg
10352,172,1,img/bm/test/0/91.jpg
10352,49,1,img/bm/train/0/77.jpg
10352,99,1,img/bm/train/1/161.jpg
10364,184,2,img/bm/test/1/143.jpg
10364,90,2,img/bm/train/1/137.jpg
10364,35,2,img/bm/train/0/59.jpg
10345,165,1,img/bm/test/0/44.jpg
10345,26,1,img/bm/train/0/36.jpg
10345,112,1,img/bm/train/1/178.jpg
10368,188,2,img/bm/test/1/147.jpg
10368,63,2,img/bm/train/1/102.jpg
10368,35,2,img/bm/train/0/59.jpg
10357,177,1,img/bm/test/0/96.jpg
10357,40,1,img/bm/train/0/66.jpg
10357,99,1,img/bm/train/1/161.jpg
10308,168,2,img/bm/test/0/47.jpg
10308,26,2,img/bm/train/0/36.jpg
10308,90,2,img/bm/train/1/137.jpg
10323,183,1,img/bm/test/1/142.jpg
10323,68,1,img/bm/train/1/107.jpg
10323,8,1,img/bm/train/0/11.jpg
10315,175,2,img/bm/test/0/94.jpg
10315,40,2,img/bm/train/0/66.jpg
10315,103,2,img/bm/train/1/168.jpg
10313,173,2,img/bm/test/0/92.jpg
10313,55,2,img/bm/train/0/83.jpg
10313,110,2,img/bm/train/1/175.jpg
10312,172,2,img/bm/test/0/91.jpg
10312,49,2,img/bm/train/0/77.jpg
10312,103,2,img/bm/train/1/168.jpg
10330,190,2,img/bm/test/1/149.jpg
10330,74,2,img/bm/train/1/114.jpg
10330,26,2,img/bm/train/0/36.jpg
10310,170,1,img/bm/test/0/49.jpg
10310,26,1,img/bm/train/0/36.jpg
10310,71,1,img/bm/train/1/110.jpg
10326,186,2,img/bm/test/1/145.jpg
10326,92,2,img/bm/train/1/139.jpg
10326,26,2,img/bm/train/0/36.jpg
10338,198,1,img/bm/test/1/197.jpg
10338,110,1,img/bm/train/1/175.jpg
10338,55,1,img/bm/train/0/83.jpg
10331,191,2,img/bm/test/1/190.jpg
10331,110,2,img/bm/train/1/175.jpg
10331,55,2,img/bm/train/0/83.jpg
10316,176,1,img/bm/test/0/95.jpg
10316,40,1,img/bm/train/0/66.jpg
10316,110,1,img/bm/train/1/175.jpg
10340,200,2,img/bm/test/1/199.jpg
10340,110,2,img/bm/train/1/175.jpg
10340,55,2,img/bm/train/0/83.jpg
10336,196,1,img/bm/test/1/195.jpg
10336,110,1,img/bm/train/1/175.jpg
10336,55,1,img/bm/train/0/83.jpg
10317,177,1,img/bm/test/0/96.jpg
10317,40,1,img/bm/train/0/66.jpg
10317,92,1,img/bm/train/1/139.jpg
10304,164,2,img/bm/test/0/43.jpg
10304,26,2,img/bm/train/0/36.jpg
10304,71,2,img/bm/train/1/110.jpg
10309,169,1,img/bm/test/0/48.jpg
10309,26,1,img/bm/train/0/36.jpg
10309,75,1,img/bm/train/1/115.jpg
10311,171,2,img/bm/test/0/90.jpg
10311,55,2,img/bm/train/0/83.jpg
10311,110,2,img/bm/train/1/175.jpg
10335,195,2,img/bm/test/1/194.jpg
10335,110,2,img/bm/train/1/175.jpg
10335,55,2,img/bm/train/0/83.jpg
10329,189,1,img/bm/test/1/148.jpg
10329,92,1,img/bm/train/1/139.jpg
10329,26,1,img/bm/train/0/36.jpg
10325,185,2,img/bm/test/1/144.jpg
10325,92,2,img/bm/train/1/139.jpg
10325,26,2,img/bm/train/0/36.jpg
10320,180,2,img/bm/test/0/99.jpg
10320,49,2,img/bm/train/0/77.jpg
10320,103,2,img/bm/train/1/168.jpg
10303,163,2,img/bm/test/0/42.jpg
10303,13,2,img/bm/train/0/18.jpg
10303,85,2,img/bm/train/1/131.jpg
10306,166,2,img/bm/test/0/45.jpg
10306,26,2,img/bm/train/0/36.jpg
10306,92,2,img/bm/train/1/139.jpg
10305,165,1,img/bm/test/0/44.jpg
10305,26,1,img/bm/train/0/36.jpg
10305,85,1,img/bm/train/1/131.jpg
10337,197,2,img/bm/test/1/196.jpg
10337,110,2,img/bm/train/1/175.jpg
10337,55,2,img/bm/train/0/83.jpg
10332,192,1,img/bm/test/1/191.jpg
10332,110,1,img/bm/train/1/175.jpg
10332,55,1,img/bm/train/0/83.jpg
10324,184,1,img/bm/test/1/143.jpg
10324,90,1,img/bm/train/1/137.jpg
10324,26,1,img/bm/train/0/36.jpg
10333,193,1,img/bm/test/1/192.jpg
10333,110,1,img/bm/train/1/175.jpg
10333,55,1,img/bm/train/0/83.jpg
10318,178,2,img/bm/test/0/97.jpg
10318,55,2,img/bm/train/0/83.jpg
10318,103,2,img/bm/train/1/168.jpg
10322,182,2,img/bm/test/1/141.jpg
10322,68,2,img/bm/train/1/107.jpg
10322,26,2,img/bm/train/0/36.jpg
10328,188,1,img/bm/test/1/147.jpg
10328,63,1,img/bm/train/1/102.jpg
10328,8,1,img/bm/train/0/11.jpg
10307,167,2,img/bm/test/0/46.jpg
10307,26,2,img/bm/train/0/36.jpg
10307,85,2,img/bm/train/1/131.jpg
10334,194,1,img/bm/test/1/193.jpg
10334,110,1,img/bm/train/1/175.jpg
10334,55,1,img/bm/train/0/83.jpg
10319,179,2,img/bm/test/0/98.jpg
10319,40,2,img/bm/train/0/66.jpg
10319,110,2,img/bm/train/1/175.jpg
10314,174,2,img/bm/test/0/93.jpg
10314,58,2,img/bm/train/0/87.jpg
10314,103,2,img/bm/train/1/168.jpg
10302,162,2,img/bm/test/0/41.jpg
10302,26,2,img/bm/train/0/36.jpg
10302,92,2,img/bm/train/1/139.jpg
10339,199,1,img/bm/test/1/198.jpg
10339,110,1,img/bm/train/1/175.jpg
10339,55,1,img/bm/train/0/83.jpg
10321,181,2,img/bm/test/1/140.jpg
10321,92,2,img/bm/train/1/139.jpg
10321,26,2,img/bm/train/0/36.jpg
10327,187,1,img/bm/test/1/146.jpg
10327,92,1,img/bm/train/1/139.jpg
10327,26,1,img/bm/train/0/36.jpg
10301,161,1,img/bm/test/0/40.jpg
10301,25,1,img/bm/train/0/35.jpg
10301,71,1,img/bm/train/1/110.jpg
8673,173,1,img/bm/test/0/92.jpg
8673,13,1,img/bm/train/0/18.jpg
8673,93,1,img/bm/train/1/150.jpg
8691,191,1,img/bm/test/1/190.jpg
8691,60,1,img/bm/train/0/89.jpg
8691,66,1,img/bm/train/1/105.jpg
8684,184,1,img/bm/test/1/143.jpg
8684,44,1,img/bm/train/0/71.jpg
8684,80,1,img/bm/train/1/122.jpg
8666,166,2,img/bm/test/0/45.jpg
8666,51,2,img/bm/train/0/79.jpg
8666,89,2,img/bm/train/1/136.jpg
8683,183,2,img/bm/test/1/142.jpg
8683,47,2,img/bm/train/0/75.jpg
8683,98,2,img/bm/train/1/157.jpg
8690,190,1,img/bm/test/1/149.jpg
8690,39,1,img/bm/train/0/65.jpg
8690,98,1,img/bm/train/1/157.jpg
8692,192,1,img/bm/test/1/191.jpg
8692,46,1,img/bm/train/0/74.jpg
8692,70,1,img/bm/train/1/109.jpg
8672,172,1,img/bm/test/0/91.jpg
8672,51,1,img/bm/train/0/79.jpg
8672,94,1,img/bm/train/1/152.jpg
8687,187,1,img/bm/test/1/146.jpg
8687,29,1,img/bm/train/0/52.jpg
8687,112,1,img/bm/train/1/178.jpg
8688,188,1,img/bm/test/1/147.jpg
8688,7,1,img/bm/train/0/9.jpg
8688,63,1,img/bm/train/1/102.jpg
8685,185,1,img/bm/test/1/144.jpg
8685,25,1,img/bm/train/0/35.jpg
8685,67,1,img/bm/train/1/106.jpg
8675,175,1,img/bm/test/0/94.jpg
8675,3,1,img/bm/train/0/4.jpg
8675,69,1,img/bm/train/1/108.jpg
8686,186,2,img/bm/test/1/145.jpg
8686,21,2,img/bm/train/0/29.jpg
8686,67,2,img/bm/train/1/106.jpg
8700,200,1,img/bm/test/1/199.jpg
8700,46,1,img/bm/train/0/74.jpg
8700,98,1,img/bm/train/1/157.jpg
8677,177,1,img/bm/test/0/96.jpg
8677,49,1,img/bm/train/0/77.jpg
8677,87,1,img/bm/train/1/134.jpg
8669,169,2,img/bm/test/0/48.jpg
8669,37,2,img/bm/train/0/61.jpg
8669,92,2,img/bm/train/1/139.jpg
8664,164,1,img/bm/test/0/43.jpg
8664,29,1,img/bm/train/0/52.jpg
8664,62,1,img/bm/train/1/101.jpg
8694,194,1,img/bm/test/1/193.jpg
8694,14,1,img/bm/train/0/20.jpg
8694,82,1,img/bm/train/1/127.jpg
8681,181,1,img/bm/test/1/140.jpg
8681,25,1,img/bm/train/0/35.jpg
8681,95,1,img/bm/train/1/153.jpg
8698,198,1,img/bm/test/1/197.jpg
8698,59,1,img/bm/train/0/88.jpg
8698,69,1,img/bm/train/1/108.jpg
8679,179,2,img/bm/test/0/98.jpg
8679,57,2,img/bm/train/0/85.jpg
8679,62,2,img/bm/train/1/101.jpg
8696,196,2,img/bm/test/1/195.jpg
8696,18,2,img/bm/train/0/25.jpg
8696,96,2,img/bm/train/1/154.jpg
8670,170,1,img/bm/test/0/49.jpg
8670,30,1,img/bm/train/0/53.jpg
8670,111,1,img/bm/train/1/177.jpg
8667,167,2,img/bm/test/0/46.jpg
8667,15,2,img/bm/train/0/21.jpg
8667,98,2,img/bm/train/1/157.jpg
8682,182,2,img/bm/test/1/141.jpg
8682,16,2,img/bm/train/0/23.jpg
8682,64,2,img/bm/train/1/103.jpg
8668,168,2,img/bm/test/0/47.jpg
8668,28,2,img/bm/train/0/51.jpg
8668,115,2,img/bm/train/1/182.jpg
8665,165,1,img/bm/test/0/44.jpg
8665,42,1,img/bm/train/0/68.jpg
8665,63,1,img/bm/train/1/102.jpg
8678,178,1,img/bm/test/0/97.jpg
8678,28,1,img/bm/train/0/51.jpg
8678,117,1,img/bm/train/1/184.jpg
8676,176,2,img/bm/test/0/95.jpg
8676,52,2,img/bm/train/0/80.jpg
8676,71,2,img/bm/train/1/110.jpg
8680,180,1,img/bm/test/0/99.jpg
8680,1,1,img/bm/train/0/0.jpg
8680,66,1,img/bm/train/1/105.jpg
8674,174,2,img/bm/test/0/93.jpg
8674,42,2,img/bm/train/0/68.jpg
8674,77,2,img/bm/train/1/119.jpg
8699,199,2,img/bm/test/1/198.jpg
8699,26,2,img/bm/train/0/36.jpg
8699,82,2,img/bm/train/1/127.jpg
8695,195,2,img/bm/test/1/194.jpg
8695,60,2,img/bm/train/0/89.jpg
8695,92,2,img/bm/train/1/139.jpg
8663,163,2,img/bm/test/0/42.jpg
8663,19,2,img/bm/train/0/26.jpg
8663,68,2,img/bm/train/1/107.jpg
8689,189,1,img/bm/test/1/148.jpg
8689,29,1,img/bm/train/0/52.jpg
8689,89,1,img/bm/train/1/136.jpg
8693,193,2,img/bm/test/1/192.jpg
8693,37,2,img/bm/train/0/61.jpg
8693,115,2,img/bm/train/1/182.jpg
8671,171,2,img/bm/test/0/90.jpg
8671,47,2,img/bm/train/0/75.jpg
8671,90,2,img/bm/train/1/137.jpg
8697,197,2,img/bm/test/1/196.jpg
8697,46,2,img/bm/train/0/74.jpg
8697,112,2,img/bm/train/1/178.jpg
8662,162,1,img/bm/test/0/41.jpg
8662,54,1,img/bm/train/0/82.jpg
8662,104,1,img/bm/train/1/169.jpg
8661,161,1,img/bm/test/0/40.jpg
8661,42,1,img/bm/train/0/68.jpg
8661,99,1,img/bm/train/1/161.jpg
10366,186,2,img/bm/test/1/145.jpg
10366,92,2,img/bm/train/1/139.jpg
10366,57,2,img/bm/train/0/85.jpg
10375,195,2,img/bm/test/1/194.jpg
10375,110,2,img/bm/train/1/175.jpg
10375,28,2,img/bm/train/0/51.jpg
10372,192,1,img/bm/test/1/191.jpg
10372,110,1,img/bm/train/1/175.jpg
10372,10,1,img/bm/train/0/13.jpg
10356,176,2,img/bm/test/0/95.jpg
10356,40,2,img/bm/train/0/66.jpg
10356,99,2,img/bm/train/1/161.jpg
10363,183,1,img/bm/test/1/142.jpg
10363,68,1,img/bm/train/1/107.jpg
10363,35,1,img/bm/train/0/59.jpg
10345,165,2,img/bm/test/0/44.jpg
10345,26,2,img/bm/train/0/36.jpg
10345,112,2,img/bm/train/1/178.jpg
10348,168,1,img/bm/test/0/47.jpg
10348,26,1,img/bm/train/0/36.jpg
10348,112,1,img/bm/train/1/178.jpg
10371,191,2,img/bm/test/1/190.jpg
10371,110,2,img/bm/train/1/175.jpg
10371,28,2,img/bm/train/0/51.jpg
10367,187,2,img/bm/test/1/146.jpg
10367,92,2,img/bm/train/1/139.jpg
10367,57,2,img/bm/train/0/85.jpg
10377,197,2,img/bm/test/1/196.jpg
10377,110,2,img/bm/train/1/175.jpg
10377,28,2,img/bm/train/0/51.jpg
10369,189,1,img/bm/test/1/148.jpg
10369,92,1,img/bm/train/1/139.jpg
10369,35,1,img/bm/train/0/59.jpg
10357,177,1,img/bm/test/0/96.jpg
10357,40,1,img/bm/train/0/66.jpg
10357,99,1,img/bm/train/1/161.jpg
10353,173,1,img/bm/test/0/92.jpg
10353,55,1,img/bm/train/0/83.jpg
10353,99,1,img/bm/train/1/161.jpg
10346,166,2,img/bm/test/0/45.jpg
10346,26,2,img/bm/train/0/36.jpg
10346,112,2,img/bm/train/1/178.jpg
10364,184,2,img/bm/test/1/143.jpg
10364,90,2,img/bm/train/1/137.jpg
10364,35,2,img/bm/train/0/59.jpg
10373,193,2,img/bm/test/1/192.jpg
10373,110,2,img/bm/train/1/175.jpg
10373,28,2,img/bm/train/0/51.jpg
10347,167,1,img/bm/test/0/46.jpg
10347,26,1,img/bm/train/0/36.jpg
10347,112,1,img/bm/train/1/178.jpg
10351,171,2,img/bm/test/0/90.jpg
10351,55,2,img/bm/train/0/83.jpg
10351,80,2,img/bm/train/1/122.jpg
10350,170,2,img/bm/test/0/49.jpg
10350,26,2,img/bm/train/0/36.jpg
10350,112,2,img/bm/train/1/178.jpg
10341,161,2,img/bm/test/0/40.jpg
10341,25,2,img/bm/train/0/35.jpg
10341,112,2,img/bm/train/1/178.jpg
10374,194,1,img/bm/test/1/193.jpg
10374,110,1,img/bm/train/1/175.jpg
10374,10,1,img/bm/train/0/13.jpg
10344,164,1,img/bm/test/0/43.jpg
10344,26,1,img/bm/train/0/36.jpg
10344,112,1,img/bm/train/1/178.jpg
10365,185,2,img/bm/test/1/144.jpg
10365,92,2,img/bm/train/1/139.jpg
10365,57,2,img/bm/train/0/85.jpg
10342,162,1,img/bm/test/0/41.jpg
10342,26,1,img/bm/train/0/36.jpg
10342,112,1,img/bm/train/1/178.jpg
10343,163,2,img/bm/test/0/42.jpg
10343,13,2,img/bm/train/0/18.jpg
10343,112,2,img/bm/train/1/178.jpg
10359,179,1,img/bm/test/0/98.jpg
10359,40,1,img/bm/train/0/66.jpg
10359,99,1,img/bm/train/1/161.jpg
10355,175,2,img/bm/test/0/94.jpg
10355,40,2,img/bm/train/0/66.jpg
10355,99,2,img/bm/train/1/161.jpg
10349,169,2,img/bm/test/0/48.jpg
10349,26,2,img/bm/train/0/36.jpg
10349,112,2,img/bm/train/1/178.jpg
10370,190,1,img/bm/test/1/149.jpg
10370,74,1,img/bm/train/1/114.jpg
10370,57,1,img/bm/train/0/85.jpg
10354,174,2,img/bm/test/0/93.jpg
10354,58,2,img/bm/train/0/87.jpg
10354,99,2,img/bm/train/1/161.jpg
10352,172,1,img/bm/test/0/91.jpg
10352,49,1,img/bm/train/0/77.jpg
10352,99,1,img/bm/train/1/161.jpg
10368,188,2,img/bm/test/1/147.jpg
10368,63,2,img/bm/train/1/102.jpg
10368,35,2,img/bm/train/0/59.jpg
10380,200,1,img/bm/test/1/199.jpg
10380,110,1,img/bm/train/1/175.jpg
10380,28,1,img/bm/train/0/51.jpg
10361,181,2,img/bm/test/1/140.jpg
10361,92,2,img/bm/train/1/139.jpg
10361,35,2,img/bm/train/0/59.jpg
10378,198,1,img/bm/test/1/197.jpg
10378,110,1,img/bm/train/1/175.jpg
10378,10,1,img/bm/train/0/13.jpg
10362,182,2,img/bm/test/1/141.jpg
10362,68,2,img/bm/train/1/107.jpg
10362,35,2,img/bm/train/0/59.jpg
10358,178,1,img/bm/test/0/97.jpg
10358,55,1,img/bm/train/0/83.jpg
10358,99,1,img/bm/train/1/161.jpg
10376,196,1,img/bm/test/1/195.jpg
10376,110,1,img/bm/train/1/175.jpg
10376,28,1,img/bm/train/0/51.jpg
10379,199,2,img/bm/test/1/198.jpg
10379,110,2,img/bm/train/1/175.jpg
10379,28,2,img/bm/train/0/51.jpg
10360,180,1,img/bm/test/0/99.jpg
10360,49,1,img/bm/train/0/77.jpg
10360,99,1,img/bm/train/1/161.jpg
8066,164,2,img/bm/test/0/43.jpg
8066,55,2,img/bm/train/0/83.jpg
8066,61,2,img/bm/train/1/100.jpg
8072,170,1,img/bm/test/0/49.jpg
8072,55,1,img/bm/train/0/83.jpg
8072,90,1,img/bm/train/1/137.jpg
8068,166,1,img/bm/test/0/45.jpg
8068,44,1,img/bm/train/0/71.jpg
8068,92,1,img/bm/train/1/139.jpg
8095,193,1,img/bm/test/1/192.jpg
8095,90,1,img/bm/train/1/137.jpg
8095,55,1,img/bm/train/0/83.jpg
8090,188,1,img/bm/test/1/147.jpg
8090,95,1,img/bm/train/1/153.jpg
8090,52,1,img/bm/train/0/80.jpg
8078,176,2,img/bm/test/0/95.jpg
8078,13,2,img/bm/train/0/18.jpg
8078,90,2,img/bm/train/1/137.jpg
